f,S21
1.146,0.985169964
1.147,0.985158125
1.148,0.985146293
1.149,0.985134468
1.15,0.985122652
1.151,0.985110842
1.152,0.985099038
1.153,0.985087243
1.154,0.985075456
1.155,0.985063675
1.156,0.9850519
1.157,0.985040132
1.158,0.985028375
1.159,0.985016623
1.16,0.985004876
1.161,0.984993139
1.162,0.984981409
1.163,0.984969685
1.164,0.984957969
1.165,0.98494626
1.166,0.984934557
1.167,0.984922863
1.168,0.984911175
1.169,0.984899494
1.17,0.984887821
1.171,0.984876155
1.172,0.984864495
1.173,0.984852843
1.174,0.984841198
1.175,0.98482956
1.176,0.984817929
1.177,0.984806306
1.178,0.984794689
1.179,0.98478308
1.18,0.984771477
1.181,0.984759881
1.182,0.984748293
1.183,0.984736713
1.184,0.984725138
1.185,0.984713569
1.186,0.984702009
1.187,0.984690458
1.188,0.984678911
1.189,0.98466737
1.19,0.98465584
1.191,0.984644314
1.192,0.984632795
1.193,0.984621286
1.194,0.98460978
1.195,0.984598281
1.196,0.984586794
1.197,0.984575309
1.198,0.984563832
1.199,0.984552364
1.2,0.9845409
